year,country,state,month,number,date
2017,Brazil,Distrito Federal,Apr,1,1/1/2017
2010,Brazil,Mato Grosso,Aug,14608,1/1/2010
2002,Brazil,Alagoas,Jul,5,1/1/2002
2016,Brazil,Paraiba,Dez,45,1/1/2016
2017,Brazil,Paraiba,Jan,23,1/1/2017
2005,Brazil,Rio,Nov,227,1/1/2005
2003,Brazil,Acre,Feb,0,1/1/2003
2006,Brazil,Amazonas,Oct,721,1/1/2006
2001,Brazil,Mato Grosso,Apr,309,1/1/2001
2016,Brazil,Pernambuco,Nov,191,1/1/2016
1998,Brazil,Rio,Jan,0,1/1/1998
2014,Brazil,Tocantins,Jul,1404,1/1/2014
2012,Brazil,Mato Grosso,Feb,112,1/1/2012
2014,Brazil,Alagoas,Feb,29,1/1/2014
2015,Brazil,Mato Grosso,Apr,947,1/1/2015
2014,Brazil,Ceara,Oct,517,1/1/2014
2002,Brazil,Acre,Dez,1,1/1/2002
2013,Brazil,Minas Gerais,Mar,110,1/1/2013
2012,Brazil,Rio,Jun,14,1/1/2012
2006,Brazil,Acre,Jul,33,1/1/2006
2007,Brazil,Roraima,Aug,2,1/1/2007
2003,Brazil,Piau,Nov,1248,1/1/2003
1999,Brazil,Acre,Apr,0,1/1/1999
2001,Brazil,Amazonas,Apr,1,1/1/2001
2003,Brazil,Sao Paulo,May,69,1/1/2003
2006,Brazil,Paraiba,Sep,866,1/1/2006
2012,Brazil,Amapa,Dez,422,1/1/2012
2005,Brazil,Amapa,Sep,97,1/1/2005
2001,Brazil,Alagoas,Feb,4,1/1/2001
2005,Brazil,Amazonas,Aug,2316,1/1/2005
2016,Brazil,Santa Catarina,Jun,79,1/1/2016
1998,Brazil,Pernambuco,Jun,1,1/1/1998
2007,Brazil,Amazonas,Nov,90,1/1/2007
2011,Brazil,Distrito Federal,Jun,18,1/1/2011
2014,Brazil,Sergipe,Feb,18,1/1/2014
2014,Brazil,Amazonas,Aug,3852,1/1/2014
2006,Brazil,Rio,Sep,444,1/1/2006
1999,Brazil,Para,Jan,87,1/1/1999
2012,Brazil,Minas Gerais,Nov,220,1/1/2012
2012,Brazil,Pernambuco,Jan,146,1/1/2012
2016,Brazil,Minas Gerais,Dez,91,1/1/2016
2012,Brazil,Alagoas,Oct,28,1/1/2012
2017,Brazil,Sao Paulo,Jul,802,1/1/2017
2005,Brazil,Tocantins,Oct,2913,1/1/2005
2012,Brazil,Rio,Feb,11,1/1/2012
2003,Brazil,Maranhao,Nov,4929,1/1/2003
2013,Brazil,Amapa,Jan,3,1/1/2013
2012,Brazil,Alagoas,Nov,95,1/1/2012
2005,Brazil,Mato Grosso,Aug,4484,1/1/2005
2012,Brazil,Rio,Mar,2,1/1/2012
1999,Brazil,Mato Grosso,Jun,2201,1/1/1999
2016,Brazil,Goias,Jun,289,1/1/2016
2015,Brazil,Rio,Jul,60,1/1/2015
1999,Brazil,Santa Catarina,Aug,51,1/1/1999
1999,Brazil,Rio,Mar,38,1/1/1999
1999,Brazil,Tocantins,Nov,29,1/1/1999
2013,Brazil,Bahia,Jun,208,1/1/2013
2010,Brazil,Sergipe,Jun,0,1/1/2010
2010,Brazil,Paraiba,Nov,451,1/1/2010
1999,Brazil,Piau,Mar,4,1/1/1999
2011,Brazil,Sergipe,May,0,1/1/2011
2000,Brazil,Amapa,Feb,0,1/1/2000
2002,Brazil,Paraiba,Dez,163,1/1/2002
1999,Brazil,Rio,Feb,11,1/1/1999
2006,Brazil,Piau,Oct,1443,1/1/2006
2012,Brazil,Santa Catarina,Apr,40,1/1/2012
2009,Brazil,Mato Grosso,Nov,588,1/1/2009
2013,Brazil,Piau,Mar,14,1/1/2013
1998,Brazil,Pernambuco,Nov,141,1/1/1998
2011,Brazil,Paraiba,Jun,2,1/1/2011
2001,Brazil,Roraima,Jan,101,1/1/2001
2010,Brazil,Mato Grosso,May,105,1/1/2010
2014,Brazil,Pernambuco,May,4,1/1/2014
2001,Brazil,Maranhao,Apr,2,1/1/2001
2002,Brazil,Roraima,Feb,476,1/1/2002
2008,Brazil,Rio,Apr,2,1/1/2008
2012,Brazil,Rio,Jul,50,1/1/2012
2017,Brazil,Tocantins,May,576,1/1/2017
2013,Brazil,Rondonia,Apr,9,1/1/2013
2005,Brazil,Espirito Santo,Jul,9,1/1/2005
2016,Brazil,Acre,Apr,0,1/1/2016
2017,Brazil,Tocantins,Mar,98,1/1/2017
2011,Brazil,Ceara,Feb,2,1/1/2011
2011,Brazil,Santa Catarina,Oct,102,1/1/2011
2007,Brazil,Distrito Federal,Oct,13,1/1/2007
2009,Brazil,Ceara,Feb,8,1/1/2009
2011,Brazil,Alagoas,Feb,33,1/1/2011
2012,Brazil,Paraiba,Aug,13,1/1/2012
2006,Brazil,Santa Catarina,Apr,30,1/1/2006
2011,Brazil,Distrito Federal,Mar,0,1/1/2011
2004,Brazil,Sergipe,Aug,0,1/1/2004
2016,Brazil,Rio,Aug,241,1/1/2016
2012,Brazil,Mato Grosso,Jul,538,1/1/2012
2000,Brazil,Bahia,Dez,24,1/1/2000
2014,Brazil,Rio,Jan,53,1/1/2014
2010,Brazil,Amapa,Apr,2,1/1/2010
2014,Brazil,Paraiba,Jun,112,1/1/2014
2003,Brazil,Amapa,Oct,355,1/1/2003
1998,Brazil,Paraiba,Nov,143,1/1/1998
1998,Brazil,Roraima,Jun,0,1/1/1998
2015,Brazil,Paraiba,Sep,599,1/1/2015
2010,Brazil,Ceara,Feb,63,1/1/2010
2015,Brazil,Roraima,Mar,163,1/1/2015
2011,Brazil,Acre,Apr,2,1/1/2011
2010,Brazil,Goias,Jul,941,1/1/2010
2002,Brazil,Piau,Mar,63,1/1/2002
2009,Brazil,Amapa,Feb,0,1/1/2009
2003,Brazil,Goias,Sep,1662,1/1/2003
2010,Brazil,Pernambuco,Nov,831,1/1/2010
2016,Brazil,Rio,Mar,16,1/1/2016
2009,Brazil,Minas Gerais,May,128,1/1/2009
2005,Brazil,Distrito Federal,Apr,0,1/1/2005
1998,Brazil,Ceara,Jan,0,1/1/1998
1998,Brazil,Goias,Nov,47,1/1/1998
2006,Brazil,Paraiba,Jun,0,1/1/2006
2007,Brazil,Mato Grosso,Mar,476,1/1/2007
2008,Brazil,Mato Grosso,Nov,50,1/1/2008
2004,Brazil,Paraiba,Jan,88,1/1/2004
2014,Brazil,Goias,May,210,1/1/2014
2007,Brazil,Alagoas,Oct,6,1/1/2007
2010,Brazil,Maranhao,Apr,128,1/1/2010
2009,Brazil,Distrito Federal,Aug,37,1/1/2009
2009,Brazil,Rio,Feb,5,1/1/2009
2015,Brazil,Ceara,Dez,1021,1/1/2015
2016,Brazil,Piau,Jan,94,1/1/2016
2012,Brazil,Rio,Apr,4,1/1/2012
2017,Brazil,Pernambuco,Nov,66,1/1/2017
2007,Brazil,Paraiba,Jan,11,1/1/2007
2008,Brazil,Roraima,Jun,0,1/1/2008
1998,Brazil,Maranhao,Oct,5137,1/1/1998
2017,Brazil,Roraima,Oct,156,1/1/2017
2003,Brazil,Bahia,Feb,223,1/1/2003
2009,Brazil,Minas Gerais,Nov,246,1/1/2009
2006,Brazil,Santa Catarina,Jul,74,1/1/2006
2011,Brazil,Tocantins,Jan,14,1/1/2011
2010,Brazil,Amazonas,May,13,1/1/2010
2005,Brazil,Roraima,Oct,88,1/1/2005
1999,Brazil,Sergipe,Jul,0,1/1/1999
2011,Brazil,Sao Paulo,Oct,188,1/1/2011
2002,Brazil,Sao Paulo,Jan,19,1/1/2002
2017,Brazil,Sao Paulo,Sep,2868,1/1/2017
2007,Brazil,Amapa,Aug,5,1/1/2007
1999,Brazil,Rio,Jul,10,1/1/1999
2002,Brazil,Mato Grosso,Oct,9375,1/1/2002
2017,Brazil,Sergipe,Jun,0,1/1/2017
2004,Brazil,Para,May,44,1/1/2004
2008,Brazil,Espirito Santo,Jun,4,1/1/2008
2008,Brazil,Sergipe,Jan,100,1/1/2008
2003,Brazil,Rio,Feb,10,1/1/2003
2000,Brazil,Ceara,Sep,127,1/1/2000
2009,Brazil,Alagoas,Jun,0,1/1/2009
2005,Brazil,Rio,Feb,4,1/1/2005
1998,Brazil,Sergipe,Apr,0,1/1/1998
2004,Brazil,Amazonas,Mar,6,1/1/2004
2000,Brazil,Sergipe,May,0,1/1/2000
2001,Brazil,Sao Paulo,Aug,595,1/1/2001
2007,Brazil,Paraiba,Sep,22,1/1/2007
2012,Brazil,Mato Grosso,Jul,2008,1/1/2012
2000,Brazil,Amapa,Sep,19,1/1/2000
2004,Brazil,Minas Gerais,May,79,1/1/2004
2008,Brazil,Amazonas,Jan,16,1/1/2008
2014,Brazil,Paraiba,Oct,70,1/1/2014
2008,Brazil,Minas Gerais,May,50,1/1/2008
2014,Brazil,Espirito Santo,Feb,17,1/1/2014
2016,Brazil,Bahia,Nov,408,1/1/2016
2009,Brazil,Rondonia,Aug,484,1/1/2009
2014,Brazil,Mato Grosso,Jan,197,1/1/2014
2009,Brazil,Rondonia,Sep,1869,1/1/2009
2013,Brazil,Acre,Oct,258,1/1/2013
2017,Brazil,Pernambuco,Jan,52,1/1/2017
2002,Brazil,Para,Nov,7996,1/1/2002
1998,Brazil,Acre,Nov,0,1/1/1998
2008,Brazil,Sergipe,Mar,43,1/1/2008
2004,Brazil,Alagoas,Sep,5,1/1/2004
2011,Brazil,Mato Grosso,Mar,37,1/1/2011
1999,Brazil,Paraiba,Aug,4,1/1/1999
2015,Brazil,Roraima,Apr,278,1/1/2015
2012,Brazil,Espirito Santo,Jun,15,1/1/2012
2004,Brazil,Para,Feb,20,1/1/2004
2003,Brazil,Acre,Nov,15,1/1/2003
2009,Brazil,Bahia,Apr,40,1/1/2009
2000,Brazil,Amazonas,Mar,69,1/1/2000
2014,Brazil,Espirito Santo,Sep,61,1/1/2014
2012,Brazil,Tocantins,Oct,368,1/1/2012
2011,Brazil,Goias,Dez,0,1/1/2011
2011,Brazil,Tocantins,Jun,717,1/1/2011
2003,Brazil,Santa Catarina,Oct,669,1/1/2003
2012,Brazil,Minas Gerais,Jul,669,1/1/2012
2017,Brazil,Rio,Feb,31,1/1/2017
2000,Brazil,Maranhao,Jan,19,1/1/2000
2003,Brazil,Paraiba,Dez,171,1/1/2003
2014,Brazil,Piau,Aug,2265,1/1/2014
2008,Brazil,Distrito Federal,Aug,30,1/1/2008
2014,Brazil,Pernambuco,Feb,25,1/1/2014
2007,Brazil,Distrito Federal,Jul,25,1/1/2007
2013,Brazil,Sergipe,Aug,0,1/1/2013
2013,Brazil,Amapa,Oct,385,1/1/2013
2010,Brazil,Ceara,Oct,502,1/1/2010
2005,Brazil,Bahia,Mar,158,1/1/2005
2014,Brazil,Acre,Feb,0,1/1/2014
2016,Brazil,Amazonas,Nov,591,1/1/2016
1999,Brazil,Santa Catarina,Jun,0,1/1/1999
2006,Brazil,Pernambuco,Sep,147,1/1/2006
2014,Brazil,Rio,Jun,2,1/1/2014
2003,Brazil,Maranhao,May,60,1/1/2003
2011,Brazil,Espirito Santo,Apr,3,1/1/2011
2001,Brazil,Santa Catarina,Oct,26,1/1/2001
2005,Brazil,Pernambuco,Jun,3,1/1/2005
2016,Brazil,Tocantins,Jan,42,1/1/2016
2017,Brazil,Maranhao,Jan,187,1/1/2017
2013,Brazil,Sao Paulo,Mar,57,1/1/2013
2005,Brazil,Maranhao,Feb,56,1/1/2005
2013,Brazil,Rondonia,Jul,117,1/1/2013
2009,Brazil,Mato Grosso,Feb,248,1/1/2009
2017,Brazil,Amazonas,Feb,52,1/1/2017
2000,Brazil,Mato Grosso,May,127,1/1/2000
2014,Brazil,Paraiba,Jul,9,1/1/2014
2004,Brazil,Amapa,Mar,0,1/1/2004
2004,Brazil,Rondonia,Mar,20,1/1/2004
2004,Brazil,Paraiba,Mar,83,1/1/2004
2016,Brazil,Para,Sep,3953,1/1/2016
1999,Brazil,Mato Grosso,Nov,842,1/1/1999
2008,Brazil,Acre,Jun,0,1/1/2008
2011,Brazil,Mato Grosso,Feb,61,1/1/2011
2014,Brazil,Santa Catarina,Feb,27,1/1/2014
2016,Brazil,Piau,Sep,1394,1/1/2016
2006,Brazil,Rio,Nov,1,1/1/2006
2000,Brazil,Santa Catarina,Jan,14,1/1/2000
2015,Brazil,Amazonas,Dez,565,1/1/2015
2004,Brazil,Ceara,Jun,1,1/1/2004
2008,Brazil,Rio,May,0,1/1/2008
1999,Brazil,Alagoas,Aug,3,1/1/1999
2000,Brazil,Amazonas,Sep,189,1/1/2000
2009,Brazil,Minas Gerais,Apr,26,1/1/2009
1999,Brazil,Tocantins,Oct,1378,1/1/1999
2009,Brazil,Minas Gerais,Sep,131,1/1/2009
2002,Brazil,Maranhao,May,71,1/1/2002
2005,Brazil,Mato Grosso,Jul,859,1/1/2005
1998,Brazil,Goias,Apr,0,1/1/1998
2006,Brazil,Roraima,Apr,201,1/1/2006
2014,Brazil,Sergipe,Jul,0,1/1/2014
2015,Brazil,Amazonas,Nov,1054,1/1/2015
2002,Brazil,Rio,Jan,265,1/1/2002
2002,Brazil,Paraiba,Mar,18,1/1/2002
2012,Brazil,Tocantins,Aug,428,1/1/2012
2013,Brazil,Sergipe,Apr,15,1/1/2013
2012,Brazil,Paraiba,Nov,142,1/1/2012
1998,Brazil,Maranhao,Feb,0,1/1/1998
2012,Brazil,Mato Grosso,Nov,375,1/1/2012
2008,Brazil,Minas Gerais,Jun,48,1/1/2008
2010,Brazil,Minas Gerais,Sep,5059,1/1/2010
2001,Brazil,Rio,Oct,33,1/1/2001
2001,Brazil,Para,May,7,1/1/2001
1999,Brazil,Paraiba,Nov,447,1/1/1999
2002,Brazil,Rondonia,May,10,1/1/2002
1998,Brazil,Paraiba,Aug,3,1/1/1998
2004,Brazil,Sao Paulo,Nov,144,1/1/2004
2011,Brazil,Rio,Apr,41,1/1/2011
2005,Brazil,Goias,Nov,144,1/1/2005
2011,Brazil,Piau,Mar,15,1/1/2011
2003,Brazil,Maranhao,Aug,2023,1/1/2003
2012,Brazil,Santa Catarina,Jun,42,1/1/2012
2009,Brazil,Tocantins,Sep,2017,1/1/2009
2003,Brazil,Bahia,Sep,8847,1/1/2003
2008,Brazil,Distrito Federal,Apr,1,1/1/2008
1998,Brazil,Acre,Aug,130,1/1/1998
2017,Brazil,Rondonia,Jun,192,1/1/2017
2012,Brazil,Espirito Santo,Dez,18,1/1/2012
2016,Brazil,Goias,Aug,1032,1/1/2016
1998,Brazil,Amazonas,Nov,6,1/1/1998
2003,Brazil,Alagoas,Jun,0,1/1/2003
2008,Brazil,Paraiba,Sep,21,1/1/2008
2007,Brazil,Amapa,Jul,0,1/1/2007
2002,Brazil,Paraiba,Jan,5,1/1/2002
2014,Brazil,Distrito Federal,Apr,2,1/1/2014
2011,Brazil,Roraima,Oct,65,1/1/2011
2005,Brazil,Distrito Federal,Jan,0,1/1/2005
1998,Brazil,Ceara,Jul,76,1/1/1998
2013,Brazil,Espirito Santo,Jan,10,1/1/2013
2004,Brazil,Roraima,Jun,6,1/1/2004
2017,Brazil,Ceara,Sep,505,1/1/2017
2004,Brazil,Distrito Federal,Apr,1,1/1/2004
2002,Brazil,Ceara,Jul,12,1/1/2002
2012,Brazil,Pernambuco,Mar,44,1/1/2012
2014,Brazil,Acre,Oct,406,1/1/2014
2010,Brazil,Roraima,Feb,470,1/1/2010
2001,Brazil,Mato Grosso,Aug,2484,1/1/2001
2009,Brazil,Espirito Santo,Feb,12,1/1/2009
2013,Brazil,Minas Gerais,Jul,462,1/1/2013
2000,Brazil,Paraiba,Jan,49,1/1/2000
2013,Brazil,Tocantins,Jul,1393,1/1/2013
2008,Brazil,Mato Grosso,Apr,274,1/1/2008
2014,Brazil,Ceara,May,4,1/1/2014
2011,Brazil,Sergipe,Jan,36,1/1/2011
2007,Brazil,Rondonia,Jan,33,1/1/2007
2009,Brazil,Pernambuco,Sep,164,1/1/2009
2009,Brazil,Amazonas,May,3,1/1/2009
2012,Brazil,Roraima,Jul,2,1/1/2012
2004,Brazil,Bahia,Jun,289,1/1/2004
2015,Brazil,Rondonia,Jul,423,1/1/2015
2005,Brazil,Sergipe,May,0,1/1/2005
2006,Brazil,Pernambuco,Jan,148,1/1/2006
2006,Brazil,Piau,Jan,133,1/1/2006
2016,Brazil,Espirito Santo,Jan,43,1/1/2016
2015,Brazil,Tocantins,Jan,186,1/1/2015
2016,Brazil,Pernambuco,Aug,42,1/1/2016
2012,Brazil,Amazonas,Nov,682,1/1/2012
2007,Brazil,Paraiba,Mar,1,1/1/2007
1998,Brazil,Sergipe,Jan,0,1/1/1998
2008,Brazil,Alagoas,Mar,31,1/1/2008
2009,Brazil,Distrito Federal,Feb,0,1/1/2009
2008,Brazil,Minas Gerais,Sep,2552,1/1/2008
2005,Brazil,Bahia,Oct,8405,1/1/2005
2015,Brazil,Acre,Jun,40,1/1/2015
2017,Brazil,Sao Paulo,May,43,1/1/2017
2014,Brazil,Ceara,Aug,155,1/1/2014
2007,Brazil,Paraiba,Jan,69,1/1/2007
2006,Brazil,Santa Catarina,Jun,32,1/1/2006
2010,Brazil,Ceara,Dez,578,1/1/2010
2016,Brazil,Roraima,Jul,0,1/1/2016
2003,Brazil,Mato Grosso,Jul,182,1/1/2003
2005,Brazil,Espirito Santo,Nov,0,1/1/2005
2005,Brazil,Distrito Federal,Sep,23,1/1/2005
2012,Brazil,Distrito Federal,Sep,64,1/1/2012
2013,Brazil,Paraiba,Aug,3,1/1/2013
2001,Brazil,Rio,May,4,1/1/2001
2014,Brazil,Rio,Feb,37,1/1/2014
2016,Brazil,Maranhao,Sep,3166,1/1/2016
2002,Brazil,Distrito Federal,Mar,0,1/1/2002
2007,Brazil,Bahia,Jan,373,1/1/2007
2000,Brazil,Rio,Feb,1,1/1/2000
2017,Brazil,Mato Grosso,Aug,6229,1/1/2017
2013,Brazil,Espirito Santo,Jun,22,1/1/2013
2017,Brazil,Amapa,Apr,3,1/1/2017
2015,Brazil,Rio,Sep,36,1/1/2015
2012,Brazil,Tocantins,Mar,80,1/1/2012
1999,Brazil,Mato Grosso,Oct,6109,1/1/1999
2012,Brazil,Amazonas,Oct,1238,1/1/2012
2013,Brazil,Paraiba,Sep,25,1/1/2013
2005,Brazil,Pernambuco,Jan,221,1/1/2005
2016,Brazil,Ceara,Mar,4,1/1/2016
2000,Brazil,Para,Jul,426,1/1/2000
2004,Brazil,Para,Jun,340,1/1/2004
2000,Brazil,Santa Catarina,Aug,69,1/1/2000
2003,Brazil,Rio,Oct,81,1/1/2003
2007,Brazil,Amazonas,Dez,7,1/1/2007
2000,Brazil,Distrito Federal,Sep,3,1/1/2000
2008,Brazil,Rio,Aug,2,1/1/2008
2013,Brazil,Distrito Federal,Nov,0,1/1/2013
2008,Brazil,Santa Catarina,Feb,29,1/1/2008
2012,Brazil,Rio,Mar,20,1/1/2012
2008,Brazil,Bahia,Jan,314,1/1/2008
2006,Brazil,Alagoas,May,0,1/1/2006
2011,Brazil,Maranhao,Apr,37,1/1/2011
2008,Brazil,Tocantins,Jul,441,1/1/2008
2012,Brazil,Minas Gerais,Oct,397,1/1/2012
2013,Brazil,Rio,Jul,0,1/1/2013
2010,Brazil,Goias,Jun,278,1/1/2010
2006,Brazil,Amapa,Jan,6,1/1/2006
2009,Brazil,Tocantins,Apr,5,1/1/2009
2000,Brazil,Rio,Mar,51,1/1/2000
1999,Brazil,Sao Paulo,Feb,47,1/1/1999
2016,Brazil,Rio,Jun,261,1/1/2016
2012,Brazil,Espirito Santo,Nov,7,1/1/2012
2006,Brazil,Ceara,Oct,581,1/1/2006
2004,Brazil,Mato Grosso,Oct,9295,1/1/2004
2015,Brazil,Piau,Mar,35,1/1/2015
2013,Brazil,Tocantins,Mar,60,1/1/2013
2004,Brazil,Mato Grosso,Dez,1217,1/1/2004
2002,Brazil,Rio,Jun,4,1/1/2002
2003,Brazil,Para,Apr,14,1/1/2003
2009,Brazil,Rio,Nov,27,1/1/2009
1999,Brazil,Amapa,Feb,1,1/1/1999
2013,Brazil,Rio,Jan,22,1/1/2013
2002,Brazil,Tocantins,Aug,3027,1/1/2002
1998,Brazil,Espirito Santo,Nov,4,1/1/1998
2003,Brazil,Espirito Santo,Oct,159,1/1/2003
2015,Brazil,Bahia,Jun,242,1/1/2015
1999,Brazil,Amazonas,Jun,7,1/1/1999
2017,Brazil,Rio,Oct,238,1/1/2017
2001,Brazil,Rio,Sep,45,1/1/2001
2015,Brazil,Goias,Apr,89,1/1/2015
2008,Brazil,Ceara,May,0,1/1/2008
2004,Brazil,Tocantins,Dez,96,1/1/2004
2007,Brazil,Acre,Mar,2,1/1/2007
2013,Brazil,Sao Paulo,Jun,47,1/1/2013
2015,Brazil,Goias,Dez,0,1/1/2015
2015,Brazil,Goias,Jan,118,1/1/2015
2007,Brazil,Santa Catarina,Sep,617,1/1/2007
2017,Brazil,Maranhao,Oct,6011,1/1/2017
2009,Brazil,Espirito Santo,Apr,8,1/1/2009
2011,Brazil,Goias,May,136,1/1/2011
1998,Brazil,Amapa,Feb,0,1/1/1998
2016,Brazil,Sergipe,Jan,9,1/1/2016
2005,Brazil,Rio,Oct,116,1/1/2005
2003,Brazil,Pernambuco,Sep,510,1/1/2003
2005,Brazil,Roraima,Feb,105,1/1/2005
2004,Brazil,Paraiba,May,9,1/1/2004
2009,Brazil,Rio,Oct,84,1/1/2009
2008,Brazil,Sao Paulo,Jun,25,1/1/2008
2017,Brazil,Espirito Santo,Nov,3,1/1/2017
2012,Brazil,Goias,Sep,2452,1/1/2012
2008,Brazil,Roraima,May,8,1/1/2008
1998,Brazil,Sao Paulo,Jun,451,1/1/1998
2006,Brazil,Amapa,Dez,74,1/1/2006
2017,Brazil,Bahia,Apr,94,1/1/2017
2007,Brazil,Roraima,Apr,58,1/1/2007
2014,Brazil,Rio,Feb,116,1/1/2014
2017,Brazil,Rio,Oct,101,1/1/2017
2014,Brazil,Amapa,Feb,2,1/1/2014
2011,Brazil,Rio,May,20,1/1/2011
2017,Brazil,Paraiba,Sep,1706,1/1/2017
2006,Brazil,Rio,Jun,0,1/1/2006
2012,Brazil,Pernambuco,Jun,12,1/1/2012
1998,Brazil,Alagoas,Mar,0,1/1/1998
1998,Brazil,Tocantins,Oct,1738,1/1/1998
1998,Brazil,Mato Grosso,Mar,0,1/1/1998
2011,Brazil,Santa Catarina,Jul,31,1/1/2011
2015,Brazil,Maranhao,Jan,494,1/1/2015
2003,Brazil,Distrito Federal,Jul,19,1/1/2003
2015,Brazil,Amazonas,May,10,1/1/2015
2008,Brazil,Sao Paulo,Aug,153,1/1/2008
2014,Brazil,Espirito Santo,Mar,15,1/1/2014
2005,Brazil,Amazonas,Jun,78,1/1/2005
2015,Brazil,Goias,Jun,277,1/1/2015
2007,Brazil,Maranhao,Aug,8409,1/1/2007
2016,Brazil,Tocantins,May,778,1/1/2016
1999,Brazil,Acre,Feb,0,1/1/1999
2003,Brazil,Paraiba,Jun,159,1/1/2003
2011,Brazil,Pernambuco,Mar,39,1/1/2011
2012,Brazil,Mato Grosso,Oct,2837,1/1/2012
2005,Brazil,Amapa,Mar,0,1/1/2005
2008,Brazil,Acre,Jul,41,1/1/2008
2008,Brazil,Bahia,Feb,235,1/1/2008
2010,Brazil,Santa Catarina,Oct,76,1/1/2010
2014,Brazil,Bahia,Apr,183,1/1/2014
2015,Brazil,Para,Jul,906,1/1/2015
2015,Brazil,Sao Paulo,Mar,68,1/1/2015
2004,Brazil,Para,Apr,23,1/1/2004
2007,Brazil,Amapa,Feb,0,1/1/2007
2013,Brazil,Minas Gerais,Feb,143,1/1/2013
2006,Brazil,Bahia,Mar,199,1/1/2006
2001,Brazil,Rio,Feb,3,1/1/2001
2017,Brazil,Tocantins,Apr,164,1/1/2017
2000,Brazil,Paraiba,Jun,2,1/1/2000
2015,Brazil,Rio,Feb,41,1/1/2015
2001,Brazil,Pernambuco,May,5,1/1/2001
2013,Brazil,Distrito Federal,Apr,1,1/1/2013
2004,Brazil,Espirito Santo,Jun,3,1/1/2004
2017,Brazil,Piau,Feb,24,1/1/2017
2000,Brazil,Paraiba,Dez,159,1/1/2000
1998,Brazil,Acre,Jun,3,1/1/1998
2007,Brazil,Sergipe,Sep,0,1/1/2007
2012,Brazil,Sao Paulo,May,82,1/1/2012
2014,Brazil,Goias,Nov,181,1/1/2014
2017,Brazil,Rio,Sep,343,1/1/2017
2015,Brazil,Tocantins,Feb,65,1/1/2015
2016,Brazil,Mato Grosso,Nov,258,1/1/2016
2014,Brazil,Pernambuco,Nov,111,1/1/2014
2002,Brazil,Amazonas,Oct,695,1/1/2002
2003,Brazil,Minas Gerais,Jun,245,1/1/2003
1998,Brazil,Espirito Santo,Sep,108,1/1/1998
2016,Brazil,Rio,Oct,129,1/1/2016
2006,Brazil,Santa Catarina,Feb,18,1/1/2006
1999,Brazil,Rio,Jun,4,1/1/1999
2001,Brazil,Roraima,Apr,380,1/1/2001
2007,Brazil,Pernambuco,Mar,4,1/1/2007
1998,Brazil,Amazonas,Jun,2,1/1/1998
2009,Brazil,Goias,Sep,685,1/1/2009
2006,Brazil,Sao Paulo,Jun,97,1/1/2006
2005,Brazil,Mato Grosso,Feb,221,1/1/2005
2017,Brazil,Espirito Santo,May,10,1/1/2017
2008,Brazil,Alagoas,Nov,37,1/1/2008
2014,Brazil,Bahia,Jul,249,1/1/2014
2007,Brazil,Pernambuco,Aug,20,1/1/2007
2015,Brazil,Sergipe,Feb,40,1/1/2015
2011,Brazil,Amapa,Jul,5,1/1/2011
2013,Brazil,Santa Catarina,Feb,12,1/1/2013
2009,Brazil,Espirito Santo,Jul,25,1/1/2009
2000,Brazil,Mato Grosso,Aug,6063,1/1/2000
2001,Brazil,Sao Paulo,May,211,1/1/2001
2016,Brazil,Acre,Jun,87,1/1/2016
1998,Brazil,Espirito Santo,Dez,5,1/1/1998
2013,Brazil,Rio,Oct,44,1/1/2013
2003,Brazil,Distrito Federal,Mar,0,1/1/2003
2009,Brazil,Paraiba,Jul,34,1/1/2009
2017,Brazil,Santa Catarina,Nov,152,1/1/2017
1998,Brazil,Tocantins,Aug,3747,1/1/1998
2005,Brazil,Bahia,Nov,1595,1/1/2005
2017,Brazil,Alagoas,Oct,14,1/1/2017
2005,Brazil,Mato Grosso,Nov,159,1/1/2005
2007,Brazil,Rondonia,Feb,8,1/1/2007
2012,Brazil,Rondonia,Jan,2,1/1/2012
2010,Brazil,Alagoas,Apr,3,1/1/2010
2014,Brazil,Distrito Federal,Jul,27,1/1/2014
2013,Brazil,Amapa,Sep,85,1/1/2013
2009,Brazil,Amapa,May,2,1/1/2009
2003,Brazil,Paraiba,Sep,81,1/1/2003
2013,Brazil,Paraiba,Nov,126,1/1/2013
2013,Brazil,Mato Grosso,May,72,1/1/2013
2014,Brazil,Tocantins,Jan,89,1/1/2014
2012,Brazil,Rio,Jun,86,1/1/2012
2014,Brazil,Bahia,Nov,348,1/1/2014
1999,Brazil,Espirito Santo,Sep,64,1/1/1999
2004,Brazil,Paraiba,Aug,1237,1/1/2004
2007,Brazil,Sergipe,Jun,0,1/1/2007
2003,Brazil,Rondonia,Jul,516,1/1/2003
2010,Brazil,Para,Dez,1612,1/1/2010
2008,Brazil,Roraima,Apr,175,1/1/2008
2017,Brazil,Goias,Oct,2401,1/1/2017
2003,Brazil,Para,Jan,900,1/1/2003
2007,Brazil,Alagoas,Nov,15,1/1/2007
2012,Brazil,Minas Gerais,Aug,901,1/1/2012
2005,Brazil,Goias,May,164,1/1/2005
2012,Brazil,Maranhao,Mar,49,1/1/2012
2012,Brazil,Para,Jan,392,1/1/2012
2016,Brazil,Roraima,Jan,1754,1/1/2016
2008,Brazil,Para,Mar,4,1/1/2008
2008,Brazil,Bahia,Dez,52,1/1/2008
2008,Brazil,Minas Gerais,Apr,113,1/1/2008
